,Week_started,Monday_SP500,Monday_DJIA,Monday_NASDAQ,Monday_EURUSD,Monday_OIL,Monday_GOLD,Tuesday_SP500,Tuesday_DJIA,Tuesday_NASDAQ,Tuesday_EURUSD,Tuesday_OIL,Tuesday_GOLD,Wednesay_SP500,Wednesay_DJIA,Wednesay_NASDAQ,Wednesay_EURUSD,Wednesay_OIL,Wednesay_GOLD,Thursday_SP500,Thursday_DJIA,Thursday_NASDAQ,Thursday_EURUSD,Thursday_OIL,Thursday_GOLD,Friday_SP500,Friday_DJIA,Friday_NASDAQ,Friday_EURUSD,Friday_OIL,Friday_GOLD
0,1986-01-07 00:00:00,1.4953714692618192,1.1695528560351498,1.1349693251533788,0.1506402209389801,-2.5631360723708974,0.6690997566910051,-1.2722525516259187,-1.3569397777203451,0.6441717791411117,-0.35149384885765356,-2.4877497173011687,1.703163017031617,-2.1552338001424087,-1.8997156888084676,-0.9202453987730008,0.0,-1.884658876743306,2.889294403892939,-2.2264419653453604,-2.203411734298266,-0.4907975460122782,-0.3012804418779713,-3.3169996230682397,3.9233576642335732,-1.8656539283171125,-1.7510984750581438,-0.5521472392638116,-0.5774541802661237,-5.465510742555613,3.406326034063256
1,1986-01-14 00:00:00,-0.03869969040248833,-0.09865175928970293,0.18507094386182033,-0.21464646464647297,-0.43859649122807154,-0.08823529411765563,0.7449690402476783,0.4472213087800103,1.2338062924120985,0.0,0.3987240829346206,2.7941176470588136,1.1851780185758498,1.3877014140085464,1.7890191239975373,-0.20202020202020332,-4.385964912280693,4.882352941176471,0.8272058823529438,1.0654390003288494,2.004935225169646,-0.08838383838384312,-5.7814992025518315,5.000000000000004,0.3918343653250833,0.5656034199276405,1.6347933374460277,0.20202020202020332,-14.952153110047849,4.147058823529415
2,1986-01-21 00:00:00,-0.8384329976389049,-0.9548100189654019,-0.3034901365705611,0.0,-3.3755274261603296,-0.5648121999435207,-1.9467065002650163,-1.75266496632005,-0.8194233687405128,0.35282258064517347,-5.0632911392405,-0.9319401299068053,-1.5804943863537813,-1.17062324243018,-0.8497723823975734,0.11340725806452401,-6.563525550867322,-0.7907370799209334,-0.5300438490820625,0.05231835720360678,-0.1820940819423411,1.675907258064524,-8.813877168307549,1.073143179892666,-0.06746012624680997,0.5558825452880889,0.21244309559937946,2.431955645161299,-2.1565869667135362,-0.056481219994364285
3,1986-01-28 00:00:00,1.1668836491634194,1.2226847034339405,0.726832222895224,0.036904908352819454,-6.804024916147588,-0.14128284826222526,1.3983316456916972,1.385275754422488,1.3628104179285172,0.41825562799853166,-6.037374221370396,0.6216445323537823,0.9354356526351415,0.9495317377731682,1.2416717141126687,0.8365112559970411,-6.181121226641128,0.36733540548177235,2.1167848015815727,2.1722164412070866,1.695941853422167,0.4674621724689354,-9.19980833732631,-1.4410850522746488,3.167944452480853,3.687565036420404,2.210781344639612,-0.08611145282321209,-40.632486823191186,-2.769143825939513
4,1986-02-04 00:00:00,-0.5468311833987771,-0.06899579752869256,0.1185185185185178,-0.5540507264220729,25.746569814366428,-2.9061319383899997,-0.4673770798280019,-0.07526814275857774,0.4148148148148012,0.6279241566116811,31.396287328490715,-2.3539668700959138,-0.22901476911573182,0.4014300947124294,0.9777777777777885,0.4063038660428342,33.97901533494754,-1.94710839872132,0.28042624789679227,1.1980179389073697,1.3925925925925897,-0.3693671509480412,42.85714285714284,-1.3368206916594128,1.0656197420078506,2.0134228187919545,1.925925925925931,0.6525486333415431,-9.685230024213087,1.6274338854983972
5,1986-02-11 00:00:00,-0.14798372179061214,-0.22134776192819228,0.26162790697674687,0.45259938837920455,45.48704200178732,-3.1169573920503235,-0.12486126526082275,0.2151992129857394,0.6686046511627852,0.7584097859327121,40.661304736371775,-3.3457249070631967,0.5364409914909274,1.1497786522380649,1.1337209302325624,1.5535168195718763,46.82752457551385,-4.832713754646834,1.6278209396966226,2.3425971470732776,1.8023255813953476,1.6391437308868495,43.25290437890976,-4.575350300257364,2.87180910099889,3.2218396458435716,2.4418604651162745,1.7737003058103884,5.898123324396787,-0.486130969402343
6,1986-02-18 00:00:00,0.0,0.0,0.0,0.0,24.0506329113924,-3.103448275862075,-1.209260507979315,-1.2211103168930149,-0.08513053348466748,1.5985576923077005,27.25738396624473,-3.247126436781611,-0.10339402112833351,-0.3573981415296634,0.19863791146426113,1.586538461538467,19.240506329113938,-2.5574712643678055,0.9755001123848084,1.1258041458184431,0.9222474460840013,1.5264423076923217,15.021097046413523,-2.011494252873558,0.8496291301416159,1.1615439599714117,0.8229284903518819,2.7043269230769384,-8.185654008438814,1.4655172413793105
7,1986-02-25 00:00:00,-0.24516359097798146,-0.329741506212089,-0.11258091753448829,1.661790520772377,34.92647058823528,-1.5293118096856517,-0.13372559507890402,-0.08243537655301392,0.0,2.4575775307197123,34.37499999999998,-4.729538374398201,1.0831773201390726,0.9244538656303369,0.7880664227413403,2.7150380339379776,29.136029411764696,-4.502973661852172,1.150040117678519,0.6359300476947549,1.1820996341120216,2.2937390286717374,21.599264705882337,-3.993203058623629,0.4814121422840323,-0.09421185891773654,1.266535322262885,2.7852545348156843,6.893382352941169,-0.2832058906825252
8,1986-03-04 00:00:00,-0.46136101499423265,-0.6070607650144333,0.611450806003333,0.8766936126608282,3.009458297506451,-2.2436807725078167,-0.4791056694170792,-0.5893793835091699,0.0,-2.060799271319591,3.4393809114359186,-2.641295086623119,-0.12864874456569586,-0.005893793835098915,0.47248471372984824,-0.9905499259933892,12.897678417884784,-2.641295086623119,0.06654245408570514,0.18270760888783322,0.6670372429127269,-0.7856085619947661,5.245055889939798,-2.2152797500710086,0.5145949782628056,0.37130901161077645,1.1395219566425752,-2.641466469315723,11.2639724849527,-2.8969042885544027
9,1986-03-11 00:00:00,2.2552740753817524,2.530827950675274,0.961802693047531,0.6665887030756767,2.2411128284389514,0.46797309154724687,2.6304175125783313,2.4955960070463856,1.5938444627644932,-0.1520290024558446,8.578052550231853,2.89558350394854,2.9172919057286473,2.977099236641223,1.7862050013740083,-0.6431996257747596,-2.6275115919629055,1.8426440479672346,4.400211845705715,5.267175572519078,2.1709260785930384,0.7835340895801624,-3.0139103554868485,1.7548990933021313,3.570482831670918,4.339401056958314,1.676284693597152,1.3682610221026792,2.6275115919629055,2.3106171395144814
